"emp_no","dept_no"
460689,"d002"
460700,"d001"
460711,"d005"
460721,"d004"
460730,"d004"
460739,"d004"
460748,"d007"
460758,"d001"
460767,"d007"
460776,"d001"
460786,"d005"
460795,"d001"
460806,"d004"
460816,"d004"
460825,"d005"
460834,"d005"
460844,"d004"
460855,"d005"
460863,"d007"
460874,"d005"
460883,"d005"
460894,"d004"
460905,"d002"
460916,"d002"
460926,"d004"
460936,"d004"
460946,"d002"
460956,"d004"
460966,"d004"
460975,"d007"
460986,"d004"
460996,"d004"
461005,"d007"
461016,"d002"
461025,"d005"
461034,"d002"
461042,"d004"
461052,"d004"
461061,"d004"
461070,"d004"
461081,"d004"
461092,"d007"
461103,"d004"
461112,"d004"
461120,"d005"
461131,"d004"
461140,"d004"
461150,"d004"
461158,"d007"
461167,"d004"
461177,"d005"
461186,"d005"
461195,"d004"
461205,"d004"
461213,"d001"
461223,"d004"
461232,"d005"
461242,"d001"
461253,"d004"
461264,"d004"
461272,"d005"
461280,"d001"
461288,"d004"
461297,"d004"
461308,"d001"
461319,"d005"
461328,"d001"
461336,"d002"
461345,"d007"
461354,"d005"
461365,"d001"
461376,"d002"
461387,"d002"
461398,"d001"
461407,"d005"
461417,"d005"
461425,"d002"
461433,"d004"
461441,"d004"
461451,"d005"
461461,"d001"
461470,"d004"
461479,"d005"
461487,"d001"
461496,"d005"
461504,"d001"
461514,"d004"
461524,"d004"
461532,"d001"
461541,"d004"
461550,"d004"
461558,"d001"
461569,"d007"
461577,"d004"
461588,"d001"
461597,"d005"
461606,"d007"
461614,"d004"
461622,"d004"
461630,"d004"
461641,"d005"
461649,"d004"
461660,"d005"
461671,"d004"
461682,"d004"
461693,"d005"
461702,"d004"
461712,"d004"
461723,"d005"
461733,"d002"
461743,"d007"
461754,"d004"
461763,"d005"
461773,"d005"
461783,"d001"
461792,"d001"
461801,"d007"
461812,"d007"
461820,"d005"
461829,"d004"
461838,"d004"
461847,"d004"
461857,"d005"
461868,"d005"
461877,"d004"
461885,"d004"
461895,"d004"
461903,"d005"
461911,"d005"
461919,"d007"
461930,"d001"
461939,"d005"
461949,"d007"
461958,"d001"
461969,"d002"
461978,"d005"
461987,"d002"
461996,"d004"
462006,"d001"
462017,"d005"
462026,"d001"
462034,"d005"
462045,"d004"
462053,"d004"
462063,"d001"
462073,"d001"
462082,"d005"
462092,"d005"
462102,"d005"
462112,"d007"
462123,"d004"
462131,"d001"
462141,"d004"
462151,"d004"
462162,"d005"
462170,"d001"
462179,"d004"
462187,"d005"
462195,"d004"
462204,"d001"
462213,"d004"
462223,"d004"
462231,"d007"
462239,"d005"
462249,"d004"
462259,"d004"
462268,"d005"
462277,"d004"
462285,"d007"
462294,"d004"
462304,"d004"
462312,"d005"
462322,"d005"
462331,"d004"
462342,"d004"
462350,"d004"
462360,"d004"
462368,"d004"
462376,"d001"
462386,"d005"
462395,"d002"
462403,"d004"
462413,"d004"
462422,"d005"
462431,"d004"
462441,"d001"
462451,"d007"
462460,"d001"
462470,"d004"
462480,"d005"
462488,"d002"
462499,"d004"
462507,"d002"
462516,"d004"
462526,"d004"
462534,"d005"
462542,"d007"
462553,"d007"
462564,"d005"
462573,"d005"
462582,"d005"
462591,"d004"
462600,"d004"
462610,"d004"
462619,"d004"
462629,"d004"
462638,"d002"
462649,"d004"
462657,"d002"
462666,"d004"
462675,"d002"
462684,"d005"
462694,"d002"
462704,"d005"
462712,"d004"
462722,"d002"
462732,"d004"
462741,"d004"
462749,"d004"
462757,"d004"
462767,"d001"
462777,"d002"
462788,"d001"
462798,"d004"
462808,"d005"
462818,"d004"
462829,"d005"
462837,"d007"
462848,"d001"
462856,"d004"
462866,"d004"
462874,"d007"
462885,"d004"
462895,"d004"
462905,"d002"
462915,"d005"
462925,"d002"
462933,"d004"
462942,"d004"
462952,"d004"
462962,"d004"
462970,"d005"
462979,"d004"
462988,"d004"
462999,"d002"
463007,"d007"
463017,"d002"
463027,"d004"
463036,"d005"
463044,"d004"
463055,"d002"
463063,"d001"
463072,"d007"
463083,"d005"
463092,"d004"
463101,"d005"
463110,"d005"
463118,"d004"
463129,"d004"
463137,"d001"
463146,"d002"
463155,"d004"
463166,"d005"
463175,"d001"
463183,"d001"
463193,"d005"
463202,"d004"
463212,"d004"
463223,"d004"
463232,"d005"
463243,"d005"
463254,"d004"
463264,"d005"
463272,"d001"
463282,"d004"
463290,"d004"
463300,"d005"
463310,"d004"
463319,"d004"
463329,"d001"
463337,"d001"
463348,"d005"
463359,"d004"
463368,"d005"
463379,"d004"
463390,"d005"
463401,"d002"
463411,"d004"
463421,"d007"
463432,"d004"
463443,"d005"
463452,"d001"
463462,"d001"
463472,"d004"
463481,"d004"
463489,"d004"
463498,"d001"
463506,"d004"
463514,"d001"
463523,"d004"
463533,"d004"
463542,"d004"
463551,"d004"
463561,"d004"
463569,"d004"
463577,"d004"
463587,"d004"
463597,"d005"
463605,"d001"
463615,"d004"
463625,"d002"
463636,"d001"
463646,"d001"
463656,"d002"
463666,"d007"
463674,"d004"
463684,"d004"
463693,"d004"
463703,"d001"
463714,"d004"
463724,"d007"
463733,"d001"
463743,"d005"
463753,"d004"
463762,"d004"
463771,"d007"
463779,"d004"
463789,"d005"
463798,"d001"
463806,"d004"
463817,"d005"
463828,"d004"
463839,"d004"
463849,"d001"
463858,"d004"
463868,"d004"
463877,"d005"
463888,"d005"
463897,"d004"
463905,"d004"
463916,"d005"
463926,"d004"
463935,"d005"
463945,"d004"
463955,"d004"
463965,"d007"
463976,"d004"
463986,"d002"
463996,"d007"
464005,"d004"
464013,"d004"
464023,"d004"
464033,"d004"
464042,"d004"
464053,"d005"
464064,"d004"
464075,"d004"
464085,"d005"
464096,"d004"
464105,"d001"
464114,"d005"
464125,"d002"
464134,"d007"
464144,"d004"
464154,"d004"
464162,"d005"
464170,"d005"
464181,"d005"
464191,"d001"
464201,"d004"
464212,"d007"
464221,"d005"
464229,"d004"
464239,"d004"
464248,"d005"
464257,"d004"
464265,"d004"
464275,"d005"
464285,"d002"
464295,"d004"
464305,"d005"
464316,"d005"
464324,"d005"
464333,"d004"
464343,"d004"
464352,"d004"
464361,"d004"
464372,"d002"
464381,"d002"
464390,"d007"
464399,"d001"
464409,"d001"
464419,"d004"
464428,"d004"
464437,"d004"
464447,"d002"
464458,"d001"
464469,"d004"
464477,"d004"
464486,"d004"
464496,"d001"
464506,"d004"
464514,"d005"
464523,"d002"
464533,"d004"
464542,"d005"
464553,"d004"
464562,"d001"
464572,"d004"
464583,"d005"
464594,"d004"
464604,"d004"
464612,"d004"
464622,"d007"
464633,"d004"
464641,"d002"
464652,"d004"
464661,"d002"
464671,"d001"
464679,"d004"
464689,"d007"
464699,"d004"
464708,"d001"
464716,"d004"
464726,"d007"
464737,"d005"
464745,"d004"
464753,"d007"
464763,"d002"
464773,"d005"
464783,"d001"
464791,"d004"
464800,"d004"
464808,"d005"
464817,"d004"
464826,"d002"
464837,"d004"
464848,"d007"
464857,"d007"
464866,"d004"
464876,"d005"
464885,"d004"
464895,"d005"
464905,"d005"
464913,"d001"
464923,"d005"
464933,"d004"
464942,"d001"
464952,"d002"
464962,"d005"
464972,"d005"
464981,"d005"
464991,"d005"
465001,"d001"
465010,"d005"
465018,"d004"
465026,"d002"
465034,"d001"
465044,"d004"
465053,"d002"
465064,"d004"
465074,"d004"
465084,"d001"
465094,"d004"
465103,"d005"
465113,"d004"
465122,"d005"
465132,"d005"
465142,"d004"
465151,"d005"
465160,"d004"
465168,"d004"
465176,"d004"
465186,"d005"
465197,"d005"
465206,"d001"
465216,"d001"
465227,"d004"
465238,"d004"
465247,"d004"
465255,"d004"
465263,"d001"
465274,"d001"
465283,"d001"
465292,"d004"
465301,"d005"
465310,"d004"
465318,"d004"
465328,"d005"
465336,"d004"
465346,"d005"
465355,"d004"
465366,"d007"
465376,"d004"
465387,"d004"
465395,"d005"
465405,"d004"
465415,"d005"
465423,"d005"
465431,"d004"
465441,"d005"
465450,"d005"
465460,"d004"
465469,"d001"
465477,"d005"
465486,"d005"
465496,"d004"
465505,"d001"
465514,"d004"
465523,"d004"
465533,"d005"
465543,"d004"
465553,"d004"
465561,"d005"
465569,"d007"
465580,"d004"
465588,"d005"
465599,"d004"
465608,"d005"
465617,"d007"
465626,"d002"
465636,"d001"
465646,"d002"
465655,"d002"
465663,"d001"
465672,"d005"
465681,"d001"
465692,"d005"
465703,"d005"
465713,"d005"
465722,"d005"
465730,"d004"
465740,"d005"
465749,"d004"
465759,"d001"
465769,"d005"
465779,"d007"
465789,"d005"
465797,"d004"
465805,"d007"
465814,"d004"
465823,"d001"
465833,"d001"
465843,"d005"
465852,"d002"
465860,"d004"
465869,"d005"
465879,"d005"
465888,"d004"
465899,"d001"
465908,"d001"
465917,"d002"
465928,"d004"
465938,"d004"
465946,"d004"
465957,"d004"
465968,"d001"
465977,"d005"
465988,"d004"
465996,"d002"
466007,"d005"
466016,"d007"
466026,"d001"
466035,"d001"
466044,"d004"
466052,"d004"
466063,"d001"
466072,"d004"
466081,"d005"
466091,"d005"
466102,"d001"
466113,"d004"
466123,"d005"
466134,"d004"
466144,"d004"
466154,"d001"
466165,"d002"
466176,"d004"
466186,"d001"
466195,"d005"
466206,"d002"
466217,"d004"
466227,"d004"
466237,"d004"
466247,"d005"
466258,"d002"
466269,"d005"
466277,"d004"
466286,"d004"
466296,"d002"
466306,"d007"
466316,"d002"
466324,"d001"
466333,"d002"
466342,"d005"
466351,"d007"
466360,"d005"
466368,"d004"
466378,"d004"
466388,"d004"
466396,"d004"
466407,"d004"
466416,"d004"
466425,"d005"
466436,"d004"
466447,"d001"
466457,"d007"
466467,"d002"
466476,"d004"
466486,"d004"
466497,"d001"
466507,"d001"
466518,"d001"
466527,"d007"
466537,"d002"
466545,"d001"
466556,"d004"
466567,"d001"
466577,"d004"
466587,"d005"
466598,"d005"
466608,"d007"
466618,"d001"
466626,"d007"
466636,"d002"
466646,"d001"
466657,"d001"
466666,"d004"
466677,"d002"
466686,"d004"
466695,"d004"
466705,"d002"
466716,"d005"
466725,"d004"
466735,"d001"
466744,"d005"
466755,"d001"
466765,"d005"
466773,"d004"
466782,"d001"
466791,"d004"
466802,"d004"
466811,"d007"
466821,"d005"
466832,"d004"
466842,"d004"
466853,"d004"
466863,"d005"
466873,"d004"
466882,"d002"
466891,"d004"
466899,"d005"
466909,"d004"
466917,"d007"
466925,"d005"
466935,"d005"
466943,"d001"
466952,"d004"
466960,"d004"
466971,"d001"
466979,"d004"
466989,"d001"
466999,"d007"
467008,"d004"
467017,"d004"
467025,"d007"
467033,"d004"
467042,"d001"
467052,"d004"
467061,"d004"
467071,"d004"
467079,"d004"
467087,"d004"
467096,"d004"
467104,"d004"
467112,"d002"
467122,"d005"
467133,"d004"
467141,"d004"
467149,"d005"
467157,"d005"
467166,"d004"
467175,"d004"
467185,"d004"
467195,"d005"
467206,"d007"
467215,"d001"
467226,"d005"
467235,"d002"
467245,"d001"
467254,"d004"
467263,"d002"
467273,"d004"
467282,"d007"
467293,"d005"
467302,"d002"
467313,"d002"
467324,"d004"
467333,"d005"
467343,"d004"
467352,"d004"
467361,"d004"
467370,"d004"
467379,"d005"
467389,"d005"
467399,"d002"
467408,"d002"
467417,"d004"
467426,"d005"
467435,"d001"
467444,"d004"
467453,"d004"
467463,"d005"
467472,"d004"
467483,"d004"
467494,"d005"
467503,"d004"
467511,"d002"
467520,"d007"
467531,"d004"
467541,"d004"
467552,"d005"
467562,"d004"
467573,"d001"
467581,"d004"
467591,"d001"
467601,"d005"
467609,"d005"
467617,"d005"
467628,"d007"
467637,"d001"
467647,"d004"
467656,"d001"
467664,"d004"
467675,"d004"
467684,"d001"
467693,"d004"
467703,"d005"
467711,"d005"
467719,"d001"
467729,"d007"
467738,"d007"
467748,"d004"
467756,"d005"
467765,"d007"
467775,"d001"
467785,"d005"
467793,"d001"
467801,"d005"
467812,"d005"
467823,"d005"
467833,"d004"
467844,"d004"
467852,"d004"
467861,"d004"
467869,"d005"
467879,"d005"
467889,"d004"
467898,"d004"
467907,"d005"
467917,"d004"
467928,"d001"
467939,"d004"
467949,"d004"
467958,"d004"
467968,"d004"
467979,"d004"
467987,"d001"
467996,"d002"
468004,"d007"
468014,"d001"
468023,"d005"
468031,"d005"
468041,"d004"
468051,"d004"
468060,"d001"
468070,"d004"
468080,"d001"
468090,"d002"
468100,"d001"
468110,"d005"
468119,"d001"
468130,"d001"
468138,"d004"
468147,"d002"
468155,"d004"
468165,"d004"
468175,"d007"
468185,"d004"
468195,"d004"
468205,"d001"
468213,"d005"
468222,"d001"
468232,"d004"
468240,"d005"
468248,"d004"
468257,"d004"
468266,"d004"
468276,"d005"
468284,"d004"
468292,"d002"
468301,"d004"
468309,"d007"
468319,"d004"
468330,"d004"
468338,"d004"
468348,"d004"
468358,"d004"
468369,"d004"
468377,"d004"
468388,"d002"
468398,"d004"
468408,"d001"
468419,"d004"
468430,"d004"
468438,"d007"
468447,"d001"
468455,"d005"
468464,"d004"
468473,"d004"
468483,"d005"
468492,"d004"
468501,"d004"
468510,"d001"
468521,"d007"
468530,"d004"
468538,"d004"
468547,"d007"
468555,"d001"
468564,"d001"
468575,"d004"
468583,"d002"
468591,"d001"
468599,"d004"
468610,"d004"
468620,"d001"
468628,"d007"
468636,"d004"
468646,"d004"
468656,"d002"
468665,"d005"
468676,"d004"
468686,"d004"
468694,"d005"
468703,"d004"
468713,"d001"
468724,"d004"
468734,"d005"
468745,"d005"
468754,"d002"
468765,"d004"
468774,"d005"
468782,"d002"
468790,"d004"
468800,"d004"
468810,"d004"
468820,"d004"
468828,"d004"
468839,"d001"
468849,"d001"
468858,"d005"
468868,"d004"
468879,"d004"
468889,"d004"
468898,"d004"
468908,"d005"
468917,"d002"
468927,"d005"
468936,"d005"
468945,"d005"
468956,"d004"
468965,"d004"
468975,"d004"
468985,"d004"
468994,"d004"
469002,"d004"
469011,"d001"
469021,"d004"
469029,"d004"
469039,"d005"
469048,"d004"
469059,"d007"
469067,"d004"
469077,"d004"
469086,"d002"
469094,"d001"
469104,"d004"
469113,"d005"
469124,"d005"
469135,"d002"
469144,"d004"
469153,"d001"
469164,"d004"
469174,"d004"
469184,"d004"
469192,"d005"
469202,"d004"
469211,"d005"
469220,"d002"
469229,"d004"
469239,"d005"
469249,"d004"
469257,"d001"
469267,"d004"
469277,"d005"
469288,"d005"
469298,"d001"
469309,"d002"
469320,"d001"
469331,"d005"
469339,"d004"
469350,"d005"
469361,"d001"
469370,"d004"
469380,"d005"
469388,"d005"
469399,"d004"
469407,"d004"
469415,"d004"
469425,"d001"
469435,"d001"
469445,"d004"
469454,"d004"
469463,"d004"
469473,"d005"
469482,"d004"
469491,"d002"
469501,"d004"
469509,"d005"
469518,"d007"
469526,"d001"
469534,"d001"
469544,"d004"
469552,"d004"
469562,"d007"
469571,"d004"
469580,"d005"
469591,"d001"
469600,"d001"
469608,"d007"
469617,"d005"
469627,"d005"
469638,"d001"
469647,"d005"
469657,"d004"
469666,"d004"
469674,"d005"
469682,"d001"
469691,"d002"
469700,"d004"
469710,"d005"
469721,"d004"
469731,"d001"
469742,"d004"
469751,"d004"
469760,"d004"
469769,"d007"
469778,"d001"
469788,"d002"
469797,"d002"
469807,"d004"
469817,"d004"
469825,"d004"
469836,"d004"
469845,"d004"
469853,"d004"
469861,"d004"
469869,"d004"
469880,"d005"
469890,"d001"
469899,"d001"
469907,"d004"
469915,"d004"
469923,"d004"
469931,"d004"
469939,"d001"
469947,"d005"
469957,"d007"
469966,"d004"
469975,"d004"
469984,"d005"
469995,"d004"
470004,"d001"
470014,"d004"
470024,"d007"
470033,"d001"
470042,"d001"
470052,"d001"
470063,"d004"
470072,"d005"
470082,"d004"
470093,"d004"
470104,"d004"
470114,"d004"
470123,"d004"
470134,"d004"
470143,"d004"
470153,"d001"
470164,"d004"
470175,"d001"
470184,"d001"
470194,"d004"
470202,"d005"
470212,"d005"
470221,"d002"
470229,"d001"
470237,"d005"
470246,"d005"
470255,"d004"
470264,"d001"
470274,"d004"
470285,"d005"
470293,"d004"
470302,"d001"
470310,"d004"
470318,"d002"
470328,"d007"
470338,"d004"
470347,"d004"
470357,"d001"
470366,"d004"
470375,"d001"
470386,"d001"
470395,"d001"
470405,"d005"
470413,"d007"
470423,"d004"
470432,"d004"
470442,"d004"
470452,"d004"
470460,"d002"
470471,"d002"
470480,"d002"
470488,"d004"
470497,"d001"
470505,"d005"
470515,"d004"
470525,"d004"
470535,"d005"
470543,"d005"
470551,"d004"
470560,"d005"
470568,"d004"
470576,"d001"
470585,"d005"
470596,"d001"
470604,"d005"
470614,"d002"
470623,"d005"
470632,"d002"
470643,"d001"
470653,"d004"
470662,"d001"
470671,"d005"
470681,"d004"
470691,"d001"
470701,"d005"
470710,"d007"
470718,"d004"
470726,"d004"
470737,"d004"
470745,"d004"
470756,"d004"
470766,"d007"
470774,"d005"
470785,"d004"
470794,"d004"
470802,"d007"
470812,"d005"
470821,"d004"
470830,"d001"
470838,"d001"
470848,"d005"
470857,"d004"
470866,"d004"
470874,"d007"
470882,"d004"
470891,"d005"
470901,"d002"
470912,"d001"
470921,"d004"
470931,"d002"
470941,"d007"
470951,"d001"
470960,"d002"
470968,"d001"
470976,"d007"
470985,"d004"
470994,"d001"
471002,"d005"
471012,"d004"
471021,"d007"
471030,"d005"
471038,"d004"
471048,"d001"
471056,"d001"
471064,"d004"
471072,"d004"
471082,"d004"
471091,"d005"
471101,"d004"
471110,"d004"
471118,"d001"
471128,"d005"
471139,"d005"
471148,"d001"
471157,"d004"
471165,"d005"
471173,"d005"
471183,"d004"
471192,"d001"
471200,"d004"
471211,"d001"
471221,"d004"
471231,"d001"
471241,"d001"
471251,"d004"
471260,"d007"
471269,"d004"
471279,"d004"
471288,"d007"
471296,"d005"
471305,"d004"
471315,"d001"
471325,"d005"
471335,"d001"
471346,"d001"
471355,"d004"
471366,"d004"
471376,"d005"
471386,"d005"
471397,"d005"
471407,"d001"
471416,"d001"
471426,"d001"
471436,"d004"
471444,"d007"
471453,"d007"
471462,"d005"
471471,"d004"
471479,"d001"
471487,"d004"
471497,"d004"
471508,"d005"
471519,"d004"
471529,"d001"
471538,"d004"
471547,"d004"
471556,"d005"
471567,"d004"
471577,"d004"
471586,"d001"
471594,"d004"
471602,"d005"
471611,"d007"
471622,"d001"
471631,"d007"
471639,"d004"
471648,"d005"
471657,"d007"
471668,"d004"
471677,"d004"
471685,"d004"
471694,"d001"
471703,"d001"
471714,"d004"
471722,"d001"
471731,"d007"
471740,"d001"
471750,"d002"
471761,"d001"
471771,"d005"
471781,"d007"
471791,"d004"
471800,"d001"
471810,"d005"
471818,"d001"
471828,"d004"
471838,"d004"
471848,"d001"
471859,"d004"
471868,"d002"
471877,"d001"
471886,"d004"
471894,"d004"
471903,"d004"
471912,"d007"
471921,"d004"
471931,"d005"
471939,"d004"
471950,"d005"
471961,"d002"
471969,"d004"
471979,"d004"
471988,"d005"
471998,"d004"
472007,"d005"
472017,"d004"
472028,"d004"
472038,"d004"
472048,"d005"
472057,"d005"
472066,"d004"
472074,"d004"
472084,"d004"
472093,"d004"
472102,"d001"
472111,"d004"
472120,"d004"
472129,"d004"
472137,"d001"
472146,"d004"
472155,"d005"
472165,"d002"
472175,"d004"
472184,"d005"
472192,"d005"
472201,"d004"
472210,"d005"
472220,"d004"
472229,"d004"
472240,"d004"
472250,"d004"
472261,"d002"
472271,"d001"
472280,"d001"
472290,"d004"
472301,"d004"
472310,"d004"
472320,"d004"
472330,"d004"
472339,"d005"
472348,"d004"
472356,"d004"
472365,"d007"
472375,"d002"
472383,"d004"
472391,"d004"
472402,"d004"
472410,"d005"
472420,"d004"
472431,"d001"
472441,"d004"
472451,"d002"
472462,"d005"
472472,"d001"
472483,"d002"
472492,"d001"
472502,"d007"
472513,"d001"
472523,"d005"
472533,"d005"
472541,"d001"
472552,"d005"
472562,"d007"
472570,"d002"
472578,"d001"
472587,"d004"
472597,"d005"
472606,"d004"
472616,"d004"
472626,"d005"
472637,"d002"
472646,"d005"
472654,"d005"
472664,"d004"
472673,"d004"
472683,"d004"
472692,"d007"
472703,"d004"
472713,"d004"
472721,"d004"
472730,"d002"
472740,"d004"
472750,"d002"
472760,"d007"
472770,"d001"
472780,"d005"
472791,"d005"
472801,"d004"
472810,"d004"
472820,"d005"
472831,"d004"
472839,"d002"
472849,"d001"
472859,"d005"
472867,"d004"
472877,"d005"
472886,"d004"
472896,"d004"
472906,"d004"
472916,"d004"
472924,"d004"
472933,"d005"
472942,"d004"
472952,"d005"
472963,"d004"
472972,"d001"
472982,"d004"
472992,"d004"
473002,"d004"
473012,"d004"
473023,"d001"
473033,"d004"
473043,"d001"
473051,"d005"
473060,"d005"
473071,"d004"
473082,"d001"
473092,"d001"
473102,"d004"
473110,"d001"
473119,"d002"
473128,"d004"
473139,"d005"
473147,"d004"
473155,"d001"
473166,"d001"
473175,"d005"
473186,"d004"
473194,"d004"
473204,"d004"
473213,"d002"
473223,"d002"
473231,"d007"
473240,"d004"
473249,"d004"
473259,"d004"
473269,"d007"
473280,"d004"
473288,"d002"
473297,"d007"
473307,"d004"
473317,"d005"
473326,"d004"
473337,"d004"
473345,"d001"
473355,"d002"
473364,"d002"
473374,"d004"
473385,"d001"
473396,"d005"
473407,"d007"
473416,"d005"
473426,"d005"
473434,"d005"
473444,"d004"
473454,"d001"
473462,"d002"
473472,"d005"
473481,"d004"
473492,"d004"
473502,"d002"
473512,"d007"
473520,"d005"
473531,"d004"
473542,"d001"
473551,"d004"
473560,"d005"
473568,"d002"
473576,"d005"
473585,"d004"
473594,"d004"
473602,"d004"
473611,"d001"
473619,"d004"
473629,"d005"
473637,"d005"
473646,"d004"
473656,"d005"
473665,"d005"
473676,"d005"
473686,"d004"
473695,"d001"
473705,"d004"
473713,"d005"
473722,"d005"
473731,"d004"
473741,"d004"
473751,"d004"
473759,"d004"
473770,"d001"
473778,"d004"
473787,"d007"
473796,"d004"
473807,"d004"
473818,"d004"
473828,"d002"
473838,"d004"
473848,"d005"
473858,"d002"
473867,"d004"
473876,"d004"
473887,"d001"
473896,"d004"
473906,"d004"
473916,"d007"
473927,"d005"
473936,"d004"
473945,"d004"
473954,"d007"
473963,"d004"
473971,"d001"
473981,"d001"
473991,"d005"
474001,"d005"
474009,"d001"
474017,"d001"
474026,"d004"
474037,"d005"
474047,"d004"
474056,"d004"
474067,"d007"
474076,"d004"
474085,"d005"
474093,"d001"
474104,"d004"
474113,"d001"
474123,"d001"
474132,"d004"
474140,"d001"
474148,"d004"
474158,"d005"
474166,"d007"
474175,"d004"
474184,"d002"
474195,"d002"
474203,"d001"
474212,"d005"
474223,"d004"
474234,"d005"
474244,"d004"
474253,"d005"
474263,"d005"
474272,"d004"
474281,"d004"
474290,"d007"
474300,"d001"
474311,"d004"
474321,"d004"
474331,"d002"
474340,"d005"
474349,"d004"
474359,"d005"
474368,"d004"
474379,"d005"
474387,"d001"
474396,"d004"
474405,"d002"
474413,"d004"
474423,"d001"
474432,"d007"
474440,"d002"
474449,"d004"
474460,"d004"
474471,"d004"
474480,"d004"
474490,"d005"
474500,"d001"
474509,"d005"
474519,"d001"
474529,"d002"
474538,"d001"
474549,"d004"
474559,"d004"
474568,"d002"
474578,"d005"
474586,"d007"
474597,"d004"
474606,"d007"
474615,"d004"
474625,"d002"
474636,"d005"
474646,"d004"
474656,"d005"
474666,"d005"
474674,"d005"
474683,"d004"
474691,"d004"
474702,"d005"
474712,"d004"
474721,"d002"
474730,"d007"
474738,"d004"
474748,"d004"
474758,"d005"
474769,"d004"
474779,"d004"
474788,"d004"
474796,"d004"
474805,"d004"
474813,"d004"
474824,"d004"
474832,"d001"
474843,"d004"
474852,"d001"
474861,"d004"
474872,"d001"
474882,"d007"
474891,"d004"
474900,"d004"
474909,"d005"
474917,"d004"
474928,"d005"
474937,"d004"
474946,"d004"
474956,"d004"
474965,"d001"
474974,"d004"
474985,"d007"
474994,"d004"
475003,"d002"
475011,"d002"
475021,"d005"
475032,"d004"
475041,"d001"
475049,"d004"
475059,"d002"
475068,"d002"
475079,"d005"
475088,"d004"
475099,"d004"
475110,"d005"
475120,"d005"
475128,"d001"
475136,"d005"
475147,"d002"
475156,"d004"
475165,"d004"
475175,"d004"
475184,"d005"
475194,"d004"
475203,"d001"
475212,"d004"
475221,"d004"
475231,"d002"
475239,"d001"
475248,"d001"
475258,"d004"
475266,"d005"
475274,"d004"
475285,"d007"
475294,"d001"
475305,"d004"
475314,"d002"
475324,"d001"
475333,"d007"
475343,"d004"
475353,"d004"
475362,"d004"
475371,"d002"
475380,"d001"
475389,"d004"
475400,"d001"
475408,"d005"
475418,"d004"
475429,"d005"
475440,"d004"
475451,"d005"
475461,"d004"
475471,"d005"
475480,"d004"
475489,"d005"
475498,"d004"
475509,"d001"
475520,"d007"
475530,"d002"
475539,"d001"
475549,"d004"
475557,"d005"
475567,"d002"
475577,"d004"
475587,"d002"
475598,"d002"
475606,"d005"
475615,"d001"
475623,"d001"
475631,"d004"
475639,"d007"
475649,"d004"
475659,"d001"
475668,"d007"
475676,"d004"
475687,"d004"
475697,"d004"
475706,"d004"
475717,"d004"
475727,"d004"
475736,"d005"
475745,"d005"
475755,"d004"
475764,"d004"
475774,"d005"
475784,"d007"
475795,"d004"
475803,"d001"
475813,"d001"
475823,"d001"
475833,"d004"
475842,"d001"
475851,"d004"
475861,"d001"
475870,"d007"
475880,"d001"
475889,"d002"
475899,"d007"
475910,"d001"
475919,"d002"
475928,"d004"
475939,"d005"
475949,"d004"
475959,"d007"
475967,"d004"
475976,"d004"
475985,"d001"
475996,"d004"
476004,"d004"
476013,"d001"
476023,"d007"
476032,"d007"
476042,"d002"
476052,"d002"
476062,"d007"
476073,"d007"
476082,"d004"
476091,"d004"
476099,"d007"
476110,"d004"
476121,"d004"
476131,"d004"
476140,"d004"
476150,"d005"
476161,"d004"
476170,"d004"
476180,"d005"
476189,"d004"
476197,"d004"
476205,"d004"
476215,"d004"
476224,"d002"
476234,"d005"
476243,"d001"
476252,"d004"
476262,"d004"
476272,"d004"
476281,"d001"
476291,"d005"
476299,"d005"
476307,"d004"
476316,"d004"
476324,"d005"
476333,"d004"
476344,"d004"
476352,"d004"
476361,"d005"
476371,"d004"
476380,"d004"
476390,"d004"
476400,"d004"
476408,"d004"
476419,"d005"
476427,"d001"
476435,"d004"
476445,"d004"
476455,"d004"
476464,"d007"
476472,"d005"
476483,"d005"
476493,"d004"
476503,"d004"
476511,"d007"
476522,"d005"
476531,"d004"
476542,"d001"
476550,"d004"
476559,"d004"
476567,"d005"
476575,"d005"
476584,"d007"
476593,"d004"
476602,"d004"
476611,"d001"
476620,"d004"
476630,"d007"
476639,"d007"
476650,"d001"
476661,"d002"
476669,"d001"
476680,"d001"
476690,"d004"
476700,"d001"
476709,"d004"
476718,"d007"
476726,"d005"
476734,"d004"
476743,"d004"
476754,"d001"
476765,"d007"
476775,"d004"
476784,"d007"
476793,"d004"
476803,"d005"
476811,"d002"
476822,"d002"
476831,"d001"
476839,"d001"
476847,"d001"
476856,"d004"
476867,"d002"
476877,"d004"
476886,"d001"
476896,"d001"
476904,"d007"
476912,"d005"
476923,"d001"
476933,"d001"
476944,"d001"
476954,"d005"
476964,"d005"
476973,"d004"
476984,"d001"
476995,"d001"
477005,"d002"
477013,"d004"
477024,"d005"
477034,"d001"
477043,"d004"
477051,"d004"
477061,"d004"
477070,"d001"
477080,"d004"
477089,"d001"
477097,"d004"
477105,"d005"
477114,"d005"
477125,"d004"
477135,"d004"
477144,"d002"
477152,"d005"
477162,"d007"
477171,"d004"
477180,"d001"
477190,"d007"
477199,"d004"
477210,"d002"
477218,"d004"
477227,"d002"
477237,"d007"
